CardName,Set,CardNumber,VariantType,Rarity,Count,IsFoil
Surprise Strike,SHD,498,Hyperspace,Common,1,False
Relentless Pursuit,SHD,499,Hyperspace,Common,1,False
Evacuate,SHD,500,Hyperspace,Legendary,1,False
Ruthless Assassin,SHD,501,Hyperspace,Common,1,False
Black Sun Starfighter,SHD,502,Hyperspace,Common,1,False
Toro Calican,SHD,503,Hyperspace,Uncommon,1,False
Hutt's Henchmen,SHD,504,Hyperspace,Common,1,False
Kragan Gorr,SHD,505,Hyperspace,Rare,1,False
Altering the Deal,SHD,506,Hyperspace,Rare,1,False
No Bargain,SHD,507,Hyperspace,Common,1,False
Grey Squadron Y-Wing,SHD,508,Hyperspace,Common,1,False
Protector of the Throne,SHD,509,Hyperspace,Common,1,False
Tech,SHD,510,Hyperspace,Rare,1,False
Wookiee Warrior,SHD,511,Hyperspace,Common,1,False
Tarfful,SHD,512,Hyperspace,Rare,1,False
Smuggler's Aid,SHD,513,Hyperspace,Common,1,False
This Is The Way,SHD,514,Hyperspace,Uncommon,1,False
Bounty Guild Initiate,SHD,515,Hyperspace,Common,1,False
Lady Proxima,SHD,516,Hyperspace,Uncommon,1,False
Mercenary Gunship,SHD,517,Hyperspace,Uncommon,1,False
Underworld Thug,SHD,518,Hyperspace,Common,1,False
Mandalorian Warrior,SHD,519,Hyperspace,Common,1,False
Twin Pod Cloud Car,SHD,520,Hyperspace,Common,1,False
Street Gang Recruiter,SHD,521,Hyperspace,Common,1,False
Rich Reward,SHD,522,Hyperspace,Common,1,False
