CardName,Set,CardNumber,VariantType,Rarity,Count,IsFoil
Fleet Lieutenant,SOR,498,Hyperspace,Common,1,False
Wing Leader,SOR,499,Hyperspace,Uncommon,1,False
General Dodonna,SOR,500,Hyperspace,Uncommon,1,False
Regional Sympathizers,SOR,501,Hyperspace,Common,1,False
Snowspeeder,SOR,502,Hyperspace,Common,1,False
Medal Ceremony,SOR,503,Hyperspace,Common,1,False
You're My Only Hope,SOR,504,Hyperspace,Rare,1,False
Underworld Thug,SOR,505,Hyperspace,Common,1,False
Volunteer Soldier,SOR,506,Hyperspace,Common,1,False
Frontier AT-RT,SOR,507,Hyperspace,Common,1,False
Corellian Freighter,SOR,508,Hyperspace,Common,1,False
Confiscate,SOR,509,Hyperspace,Common,1,False
Restock,SOR,510,Hyperspace,Common,1,False
